accX,accY,accZ,gyroX,gyroY,gyroZ,Activity
0.00464,0.090711,11.661949,0.234905,-0.32262,-0.309367,1
-0.242196,1.716481,7.845934,0.197431,-0.187498,0.286752,1
-0.217049,2.338886,10.083631,0.013467,-0.001319,-0.057274,1
-0.026046,2.694098,6.752309,-0.413185,-0.032765,0.125276,1
-0.367186,3.642226,8.693622,0.237341,0.126498,0.03215,1
0.435744,3.255281,9.174871,0.136693,0.032607,-0.036843,1
-0.248184,3.031945,11.427985,-0.396342,0.064393,-0.215338,1
0.475112,3.337909,12.651391,0.102767,-0.009576,0.016429,1
0.603395,2.366579,9.259146,-0.365043,-0.209504,0.146791,1
-0.325723,1.485661,8.259824,0.590584,0.715308,0.588312,1
0.15373,2.315834,10.74765,0.164514,-0.236106,-0.137684,1
0.860261,1.343606,8.291258,0.079949,0.129536,0.075206,1
-1.036594,1.24556,10.705288,-0.719779,-0.383578,-0.137561,1
-0.845442,0.420775,10.967693,0.063721,0.146925,-0.431138,1
0.124541,3.215763,8.714129,-0.007573,-0.167793,-0.021609,1
0.212259,2.848277,8.53555,0.091078,0.184771,0.434924,1
0.712967,0.77404,13.635744,0.288962,-0.521261,-0.181827,1
1.650019,0.434097,13.802048,-0.055114,-0.248125,0.209765,1
0.285606,3.179987,9.017847,-0.092815,0.106335,-0.051937,1
-0.635279,2.402654,13.145065,-0.325594,0.320669,-0.410003,1
-0.592318,2.643652,9.19942,0.310963,0.101029,0.467904,1
1.459615,1.834136,9.384435,-0.038202,0.05727,0.230353,1
0.649499,3.927233,9.957144,-0.1577,-0.153084,-0.186711,1
-0.411943,2.73137,11.709101,-0.159682,-0.193947,-0.131373,1
-0.527503,3.546425,11.404484,-0.827428,-0.404778,-0.132658,1
-0.870739,1.737437,12.038566,-0.060864,-0.142334,-0.079892,1
-2.155069,-0.330064,13.187726,-0.001363,-0.004556,0.033804,1
0.465233,3.614534,12.521012,-0.860973,-0.609108,-0.305486,1
-1.383723,3.502267,10.641371,0.33622,0.076807,0.264556,1
0.056582,2.332899,6.47763,0.425919,0.03199,-0.234226,1
0.883463,0.680036,8.83388,0.111488,-0.169071,0.117068,1
0.266147,2.209555,7.394024,0.884478,-0.414999,0.341159,1
-0.274529,1.98607,7.465725,-0.721245,0.066985,0.216579,1
0.264949,-0.029638,9.075777,0.027596,-0.022978,0.003187,1
-0.948577,3.061883,9.299711,0.035435,0.143659,0.281636,1
1.878593,1.552871,9.488768,-0.091235,0.324695,-0.317825,1
0.216749,3.997437,12.497212,0.076115,-0.072899,-0.076831,1
-0.079934,2.182761,6.235882,0.402548,-0.013217,0.014069,1
-0.486638,0.590372,9.842333,-0.023501,-0.005914,0.017516,0
-1.695674,1.557661,11.211535,-0.209044,0.173648,0.247434,1
-1.036594,2.863096,11.526031,0.118969,-0.230264,0.007019,1
-0.265997,3.301684,8.873996,0.014942,-0.197388,-0.194218,1
-0.134121,3.645818,8.167166,0.043915,0.084387,-0.109047,1
-1.696123,1.104254,9.984387,0.36286,-0.095146,-0.208761,1
-1.099464,2.213746,7.662715,-0.058215,-0.400891,-0.202728,1
-0.455054,-0.321232,10.85333,-0.25044,0.215177,-0.259646,1
-2.295776,1.263972,11.419603,0.15927,0.262451,0.433358,1
-0.712668,0.545765,11.33458,-0.157719,-0.588085,-0.066773,1
-0.222288,3.910618,8.851543,0.031178,0.071244,0.170597,1
-0.199385,1.310674,6.769223,-0.335925,0.372333,0.304195,1
1.441502,1.556463,8.419392,-0.190319,-0.015332,-0.189685,1
-0.652643,3.99594,9.687106,-0.087921,-0.139885,-0.253153,1
-0.215701,2.912344,6.382278,0.066573,0.110477,0.256906,1
0.203427,3.547772,9.613608,0.108681,0.016025,0.199567,1
1.278342,1.796265,10.222243,-0.071169,-0.85103,-0.211116,1
1.417103,-0.13936,11.345657,-0.12764,-0.528953,-0.098283,1
-0.278122,3.595373,7.573501,0.028629,-0.301106,-0.026591,1
1.299897,2.491569,13.92644,-0.322929,-0.259558,-0.260877,1
-0.162712,3.216811,7.255562,0.179925,0.232915,0.146526,1
0.038021,1.866618,7.794142,0.271222,-0.016151,-0.480023,1
0.481549,3.391797,13.705649,-0.190956,-0.352815,0.19481,1
-0.228275,3.097958,8.018675,0.069232,0.197967,0.302797,1
-0.062121,3.295996,8.244855,0.472819,0.202705,-0.010369,1
-0.757425,0.635728,11.034753,-0.033688,0.084449,-0.189342,1
2.271227,2.482138,10.706336,0.220949,-0.265348,0.030894,1
-0.959804,1.606908,8.613688,0.191242,-0.418907,0.227552,1
0.389789,2.903662,6.593638,-0.366991,0.368885,-0.624344,1
-0.528102,2.244133,10.233469,-0.392627,-0.174727,0.064767,1
0.962648,2.213746,11.944561,-0.252864,0.244559,-0.461118,1
-0.171244,2.765349,6.530021,0.09654,-0.205877,-0.035331,1
-0.279768,3.21726,11.812985,-0.265243,-0.334538,-0.400834,1
1.088237,1.417702,11.765833,0.23287,-0.140789,-0.023385,1
0.605641,2.570455,9.629176,0.311816,-0.110932,0.20859,1
0.683329,0.890349,7.230863,-0.344003,-0.142905,-0.117301,1
-0.626148,1.304388,7.773335,-0.168117,-0.591935,-0.072231,1
-0.359702,3.255879,8.345745,-0.829497,0.194428,-0.456444,1
0.401914,1.271456,13.419145,0.011697,-0.129809,-0.032758,1
0.030536,2.027983,10.659783,0.072046,0.219452,-0.395812,1
0.291145,1.273701,12.539873,-0.316396,-0.10662,-0.04622,1
2.141746,1.786236,7.939041,0.12104,-0.128274,0.021241,1
0.981509,2.589166,11.411071,-0.006881,0.319687,-0.178718,1
1.208587,1.788181,11.027269,-0.148781,-0.063424,0.18318,1
0.957708,2.722988,12.953763,-0.221146,0.675045,0.232435,1
-0.44263,2.921026,9.325607,-0.261625,0.291809,0.12057,1
-0.736918,1.617237,9.977352,-0.064568,-0.000778,-0.067334,1
0.922083,1.139131,7.153774,-0.083789,0.168404,0.324151,1
0.294288,1.382076,10.819351,-0.148239,0.04766,-0.138411,1
-0.421224,2.01481,7.40061,-0.16711,-0.166478,-0.003664,1
1.06264,2.550696,11.315419,-0.035716,-0.147975,-0.069038,1
0.058528,0.239951,13.339959,0.107129,-0.118437,0.201125,1
1.31741,2.430346,11.563603,0.175739,0.190069,0.290093,1
-0.023501,2.377656,6.681506,0.230106,-0.113961,-0.138457,1
-0.869392,3.939208,11.572734,-0.071812,-0.12352,-0.120904,1
-0.459095,3.104544,10.456206,-0.189059,-0.344605,0.171545,1
-0.546663,1.189127,8.053253,0.025344,0.010451,-0.017817,1
-0.554597,1.883383,9.21828,-0.538342,-0.853913,0.063892,1
-0.098495,4.1838,12.841197,-0.103522,-0.059994,-0.000628,1
0.031435,1.819915,6.617888,-0.092779,-0.350017,-0.304379,1
-0.378862,2.617158,7.683372,0.705361,-0.30442,0.582627,1
-0.420027,3.734883,9.004675,-0.025246,-0.383487,-1.441765,1
-0.063767,0.304766,9.024284,0.158302,-0.053492,-0.014658,1
0.108375,2.772235,13.760136,-0.017003,0.208113,-0.116135,1
1.532962,2.721341,13.135335,0.307454,-0.189543,-0.159601,1
0.027842,2.756218,11.401041,-0.563673,-0.106653,0.337922,1
-0.204175,0.944236,10.758428,0.649769,0.309896,-0.497949,1
-0.608934,2.392625,7.542066,-0.135665,0.151621,0.97013,1
1.155148,1.691033,7.880213,-0.032088,-0.026468,-0.013032,1
-0.892744,3.950136,11.245665,-0.275565,0.357174,-0.171457,1
-0.168699,0.088915,10.981464,0.101608,-0.28231,0.363145,1
-0.224683,3.169958,9.754016,-0.066855,0.104983,-0.004919,1
-0.124242,2.46208,7.51153,-0.003715,0.252137,-0.289695,1
1.365011,0.924178,10.769056,-0.137738,0.245041,-0.491679,1
0.650847,2.016756,6.546786,0.023347,0.219699,-0.245458,1
-0.347278,2.609374,11.206446,-0.249464,0.048215,-0.139595,1
1.814826,2.907853,13.179792,0.623894,-0.232604,0.168138,1
0.522563,1.463507,7.153025,0.024893,-0.196624,0.259752,1
-0.009131,3.832031,7.442074,0.191206,0.118427,0.074826,1
0.136815,1.370849,6.725365,0.292481,0.235937,-0.310333,1
-0.287103,1.59164,8.164173,0.001553,0.038721,-0.123609,1
-0.088915,1.442101,11.844569,0.265761,-0.335109,0.118687,1
0.866847,0.705034,7.667505,0.161943,0.006541,-0.096699,1
-0.658181,1.147214,9.638457,-0.574329,-0.355742,-0.068979,1
-0.239352,2.436633,8.802894,-0.384097,-0.058282,0.425203,1
0.614622,3.1981,9.0165,0.027214,-0.109272,0.147271,1
-0.169148,3.052153,7.980355,0.286693,-0.0735,-0.311451,1
-1.067281,1.413062,11.183993,-0.09513,-0.52036,-0.085863,1
0.812959,1.821861,6.810687,0.4689,0.130011,-0.173617,1
-0.746049,1.576671,7.302864,-0.34643,-0.370317,-0.015691,1
1.66364,1.415457,7.670649,-0.345604,0.168244,0.293938,1
0.694855,4.011658,9.161998,0.166709,-0.179611,-0.068584,1
-0.331561,2.037413,9.989926,0.343846,-0.165997,0.120278,1
-0.498014,2.553989,11.177556,-0.001296,-0.258548,-0.179577,1
-0.166304,2.733615,8.877739,0.220601,0.050498,0.250846,1
0.36554,2.44786,8.827443,-0.235416,0.068983,0.092986,1
0.278571,1.359024,8.268805,-0.023821,0.064377,0.302582,1
1.167422,2.516567,10.024654,0.252523,0.034237,-0.073121,1
-0.076341,3.13553,7.483688,0.170531,-0.106369,0.055246,1
-0.529748,-0.406255,11.046429,0.068642,-0.193703,0.123088,1
-0.23067,0.947679,10.566527,0.229171,-0.142783,-0.486011,1
-0.300725,0.233065,13.446238,-0.175434,0.070837,0.152408,1
-0.389191,3.768863,12.059073,0.164848,0.035839,-0.046055,1
0.000449,2.782264,7.358398,0.227144,0.016075,0.063976,1
-0.207169,1.093027,7.974816,0.117567,0.026652,0.214986,1
0.52421,1.876647,14.121784,0.409311,-0.04434,0.066053,1
-0.202529,3.589835,8.673863,0.222018,-0.108964,0.124729,1
0.904868,1.330583,7.919282,0.263992,-0.081601,-0.06091,1
-0.856219,3.214416,11.48846,-0.908381,-0.556143,-0.26849,1
0.704435,2.831362,8.835975,-0.061872,0.403649,0.098822,1
-0.790207,4.566703,10.600806,0.859581,0.594655,0.241029,1
-1.485062,4.098477,12.139306,-1.04124,0.279008,0.422147,1
1.191672,0.808319,7.142846,-0.003937,0.05632,-0.306129,1
-0.304766,4.021387,9.627829,0.110964,0.355306,0.181847,1
0.358954,2.455194,8.162376,0.060877,0.291247,-0.979869,1
-0.056732,4.268673,9.155711,-0.048401,0.002184,-0.16674,1
-1.129701,3.967649,8.835526,-0.288189,0.159232,0.042466,1
0.785267,1.60137,11.248509,-0.061543,0.045131,0.072588,1
1.456022,1.652863,9.364676,-0.179876,0.086435,-0.5108,1
0.06242,1.165177,13.178894,-0.019899,0.275609,0.145633,1
0.186812,3.117118,6.74692,-0.059971,-0.096382,-0.138033,1
1.808389,0.757575,13.214221,0.159976,0.236256,-0.232286,1
1.356779,1.533561,9.176218,0.454604,-0.118388,-0.194367,1
1.125809,0.296982,6.95813,0.265812,-0.015468,-0.039049,1
0.201032,3.870501,9.50703,-0.164097,0.12556,0.016018,1
-0.016017,3.66902,9.68037,0.200045,0.720909,0.200812,1
0.541424,2.349364,6.804999,0.214084,-0.026901,0.07217,1
0.181123,2.716252,10.202783,0.148437,0.058189,0.1794,1
0.420775,2.446962,10.791808,-0.51779,-0.222236,0.151227,1
-0.162861,0.670605,7.589967,-0.251287,0.360079,-0.294238,1
-0.646356,3.499124,7.789502,-0.648411,-0.183149,0.343631,1
0.575553,1.463956,9.313632,0.262736,-0.033297,0.028375,1
-0.208217,1.651965,6.9249,-0.500373,-0.008292,0.166252,1
0.177531,1.997895,6.43886,0.250082,0.428924,-0.23987,1
-0.791105,1.698219,8.100255,0.065105,0.04904,0.088207,1
-0.657732,2.997367,10.325229,0.013386,0.02561,0.013341,1
-1.511856,1.136437,14.761104,0.298979,0.098486,-0.13103,1
0.425116,1.603915,9.977053,-0.064827,0.17398,0.103118,1
0.908012,2.532134,13.27694,-0.252736,-0.508705,0.066428,1
-0.347128,3.348986,10.310858,0.20015,0.062566,0.037038,1
0.155227,0.73557,12.501703,0.230349,0.110516,-0.082046,1
0.594713,1.406775,12.732972,-0.098163,0.502764,0.167061,1
-0.589624,1.767674,9.852811,0.091076,-0.120427,0.227088,0
0.029938,0.156275,13.973143,-0.004748,0.012356,0.034139,1
0.420176,2.561473,9.003178,-0.073475,0.19545,-0.025997,1
0.825982,2.395918,12.649894,0.165863,-0.093625,0.142528,1
0.367186,0.845891,10.383008,0.010551,0.187236,-0.114118,1
0.771795,1.250949,6.792724,0.006043,-0.009494,-0.367306,1
0.661474,2.013313,6.04473,-0.084247,-0.168704,0.042684,1
-0.3847,2.771038,6.900949,0.218914,0.264826,-0.234027,1
0.141606,2.047143,13.395344,-0.433662,0.131418,0.032723,1
1.55347,-1.831142,10.793455,-0.433617,0.301374,0.027078,1
