accX,accY,accZ,gyroX,gyroY,gyroZ,Activity
0.996777,1.291664,8.903186,0.111712,0.309252,-0.495707,1
-0.055834,0.679287,12.069402,-1.193413,-0.048373,-0.460655,1
-0.51912,3.194058,12.793446,-0.063826,-0.173293,-0.114226,1
0.287402,1.954935,10.390643,-0.051703,0.227661,-0.65626,1
1.499881,-0.066312,12.58957,0.313326,-0.154452,0.121943,1
0.486189,2.673141,11.79622,-0.046262,-0.013965,-0.05607,1
-0.280816,3.32788,11.291918,-0.391568,-0.246901,-0.271038,1
0.613873,2.772534,7.464228,0.188214,0.309381,-0.377762,1
-0.563428,3.887266,8.322693,0.259131,0.12575,0.143697,1
0.546064,1.997746,10.065519,-0.159221,-0.357843,-0.084424,1
1.037193,2.550696,13.879288,0.305541,0.051303,0.011022,1
-0.552202,1.920656,6.186635,-0.197472,-0.034498,0.090003,1
0.893642,1.333427,9.793534,-0.282475,0.119707,-0.112393,1
0.061672,0.876278,8.661738,-0.034573,-0.040402,0.043086,1
-0.7935,3.251089,11.061248,-0.028468,0.174382,-0.120057,1
-0.207768,3.610791,6.878496,0.248653,0.088141,-0.038345,1
-0.745899,0.835712,11.450588,-0.477382,0.024227,0.242844,1
-0.407902,3.182382,9.923165,-0.056703,-0.427336,0.028096,1
-0.307012,1.189427,10.977871,-0.068434,0.162937,-0.764455,1
0.514031,2.489323,11.490855,-0.034763,0.089363,-0.34749,1
-0.587079,3.068918,8.39619,-0.039506,0.029048,-0.101059,1
1.638642,1.709445,12.788806,-0.203642,0.007634,0.25265,1
-0.111518,2.34682,7.820487,0.051068,0.04413,0.114968,1
0.622406,3.7027,8.808433,0.265088,0.077251,-0.059922,1
0.27423,1.325643,12.148587,0.194369,0.098875,-0.172373,1
-0.852926,1.529968,8.062833,0.043149,0.807113,0.584988,1
-1.601669,1.935325,8.971743,0.897144,0.262352,0.455418,1
-1.334924,1.814527,11.984827,-0.05968,0.696888,0.771584,1
-1.015339,3.262765,11.145373,0.363398,0.209829,0.146671,1
0.194446,1.917513,4.849016,0.114779,0.117832,0.271103,1
0.187111,0.104782,11.427087,-0.155854,0.035777,0.02379,1
-1.079405,1.392105,9.361682,-0.116326,-0.000833,-0.041605,1
1.193019,1.229094,11.962075,-0.233144,0.056153,-0.060545,1
0.215252,2.881059,6.612799,0.03505,-0.143234,0.360687,1
-0.042212,2.123933,13.116324,0.022753,-0.11522,-0.024629,1
-0.536784,3.607049,8.350385,-0.184597,-0.278466,0.301708,1
-1.576671,1.377436,9.186996,0.091396,0.122318,0.543455,1
-0.884511,1.77426,9.712702,-0.082553,-0.207609,-0.413979,1
1.212778,1.504521,8.651858,0.152504,0.089405,0.173063,1
0.023351,0.234413,11.910582,0.764986,0.296912,0.469504,1
0.224533,2.571802,9.296717,0.115163,0.273036,0.029254,1
-1.369352,1.429976,8.887768,-0.177915,-0.136056,0.178614,1
-0.675845,2.498155,10.249187,0.756316,0.417079,0.236447,1
-0.741109,1.064137,9.693991,0.032421,0.082558,-0.141983,1
0.311951,1.648522,6.52089,-0.906718,-0.157266,0.515245,1
1.704206,1.397494,8.575816,-0.193618,0.209153,0.176309,1
-0.304167,2.009721,9.79578,0.232468,0.051438,-0.168628,1
-0.29803,2.676734,6.579119,0.111334,0.064273,0.425284,1
0.036225,2.030527,6.921906,-0.282442,-0.455052,0.085513,1
-0.589624,1.767674,9.852811,0.091076,-0.120427,0.227088,0
0.166005,3.197351,11.826307,-0.036947,0.013958,-0.099043,1
-0.648601,2.520309,11.582165,0.290768,0.119249,0.229478,1
-0.024399,1.337768,9.922416,0.160723,0.013503,0.042142,1
-0.12499,2.766397,5.625452,-0.078281,-0.20665,-0.177483,1
0.330064,3.481011,8.891211,0.072742,-0.043637,-0.279403,1
-0.614173,2.375111,7.279662,0.063759,-0.103029,-0.198431,1
0.040416,2.959496,8.719967,0.002362,-0.084202,-0.127626,1
-0.032782,1.184487,7.774233,-0.34434,-0.006347,-0.055199,1
-0.722847,3.986061,10.051448,0.453937,-0.259056,-0.588374,1
0.424368,1.676364,6.45323,-0.053973,0.039633,-0.236463,1
-0.137564,2.04355,9.267678,0.119276,-0.032805,0.130618,1
-0.411195,3.013084,8.07885,-0.662428,-0.525365,-0.106101,1
0.143851,1.393602,11.532618,0.177997,0.119114,-0.027443,1
-1.391806,3.489543,11.466156,0.301748,0.089934,0.058114,1
0.164059,2.117048,7.174131,-0.454462,-0.058539,-0.3123,1
-0.323477,3.100053,8.092472,0.182272,0.084506,0.005028,1
-1.137485,4.270919,10.865156,0.112201,0.123967,-0.012546,1
-0.763562,1.764231,8.547825,0.340107,0.002153,-0.065741,1
0.46628,1.939816,6.704258,-0.643375,-0.408196,-0.122998,1
-0.506098,2.244433,9.635762,-0.310267,0.044517,-0.241942,1
0.877775,3.795507,13.026062,-0.022596,-0.0209,0.067698,1
0.91355,2.001488,10.280921,-0.011469,0.034644,-0.049154,1
-0.948278,3.616779,9.574091,-0.081989,-0.193955,-0.18043,1
0.784369,2.725383,12.075988,0.323718,0.001351,-0.075238,1
-0.101938,3.910618,7.339088,0.08566,-0.087314,-0.138252,1
-0.6971,1.439706,8.98297,-0.045265,0.095268,-0.115549,1
0.1443,3.756738,6.814429,0.413154,0.005515,0.072647,1
-0.38949,2.745291,6.827303,0.325877,0.021649,-0.013539,1
-0.530647,2.341281,7.576046,-0.014487,-0.06048,0.204746,1
0.005089,3.800746,9.298813,-0.035071,-0.073922,-0.251348,1
1.056802,0.758772,6.723119,-0.103007,-0.422614,-0.608651,1
-0.039967,2.990781,7.552694,0.17972,0.253762,-0.289896,1
0.772394,1.55811,10.21865,0.218999,-0.00697,0.156515,1
-0.207918,2.505789,9.327853,0.338042,0.493278,-0.178377,1
-0.399669,3.311414,8.125553,-0.06467,0.070941,0.104563,1
0.796643,0.086071,11.429183,0.330525,0.058258,-0.242334,1
-1.162183,0.993185,15.315701,-0.670145,0.137676,0.586044,1
0.645308,2.759512,14.489569,-0.030654,-0.397275,-0.17287,1
0.574954,2.012715,11.901151,0.020054,0.270229,-0.10683,1
0.141905,3.51993,11.537108,0.772047,0.095406,-0.490348,1
-0.612975,3.903283,8.437205,-0.233806,0.11231,-0.251281,1
-0.340542,4.060307,12.192446,0.186072,0.207649,0.115099,1
-0.99064,3.034939,10.156829,0.651044,0.206212,0.510409,1
0.949925,2.112258,6.463409,0.031519,0.029245,0.300347,1
1.646576,0.584834,13.731545,-0.13375,-0.153989,-0.332644,1
-0.438139,1.970951,6.782546,-0.054103,0.213314,-0.42346,1
1.916764,1.064886,11.201357,0.373855,0.197121,0.072424,1
0.850531,0.396675,7.033574,-0.127846,0.464431,0.360215,1
2.065854,3.767815,11.608211,-0.2676,-0.41784,0.247919,1
-0.713416,0.479303,10.192904,0.09166,-0.056144,0.09924,1
0.204026,2.105372,7.587721,-0.105669,0.08068,-0.469161,1
-0.553848,0.352966,12.285552,-0.042156,-0.127542,0.169436,1
0.756976,1.308728,10.816956,0.326042,-0.227163,0.093258,1
-0.906964,3.309917,10.568024,-0.440545,0.178895,-0.317894,1
-0.308359,2.789749,7.130871,-0.182395,-0.064071,-0.223329,1
-1.916465,0.406704,12.056678,0.301695,0.239129,0.061037,0
-0.492326,3.191064,10.633288,0.272164,0.063835,-0.179934,1
-0.866398,3.071313,7.430997,0.285442,0.030524,-0.004195,1
-0.340841,1.997895,7.278464,0.271054,-0.160062,-0.289209,1
-0.272733,2.258952,7.237749,0.207153,0.050477,0.081654,1
-0.123344,2.225572,9.626332,0.278866,0.145929,0.317282,1
0.011676,1.199456,11.067535,-0.376608,-0.105177,-0.013005,1
0.266596,3.510799,8.398136,-0.092366,-0.130267,-0.251336,1
0.575853,0.899929,8.562045,0.397851,0.167922,-0.151517,1
0.613724,0.903521,9.593101,-0.21727,-0.078567,0.103313,1
-0.757275,2.121538,8.611442,0.05881,0.0318,0.229986,1
-0.809966,1.071322,7.459288,-0.297886,-0.63389,-0.414531,1
-1.15889,1.787283,10.215207,-0.454178,0.205659,0.488124,1
0.231269,2.590962,6.461314,-0.070896,0.201123,-0.366543,1
-0.964295,2.470014,11.874058,0.112424,-0.232908,-0.096241,1
-0.178429,2.573598,6.685996,-0.010295,0.682073,0.352725,1
-0.344134,3.812721,11.469749,-0.41561,-0.611958,0.027863,1
0.35581,1.556463,8.802894,-0.409629,0.34656,-0.47898,1
-0.396376,3.234025,7.064709,0.092204,0.02089,0.582678,1
0.107177,0.455203,9.742191,0.041758,-0.074938,0.062235,1
0.297581,1.812281,7.035669,0.128076,-0.085843,0.193479,1
-0.18262,2.512675,6.123167,0.101432,-0.038962,0.398102,1
-0.913251,3.197052,12.635973,0.577533,0.11913,0.002244,1
-0.329465,3.202291,8.094268,-0.39929,0.124469,0.208554,1
0.026345,2.424209,7.363338,-0.171305,0.108224,0.325624,1
-0.773591,1.455423,10.133477,0.410226,-0.129645,0.202739,1
-0.385448,1.881587,11.760893,0.026799,0.020949,0.397263,1
-0.453856,3.295697,7.090455,0.235955,-0.051723,0.063097,1
-1.013542,1.3945,8.50681,-0.279513,-0.50924,-0.114993,1
-1.134341,0.690963,11.192974,-0.205759,-0.546603,0.231586,1
0.267045,2.190096,8.595276,-0.017574,0.054945,-0.377468,1
0.19729,1.766177,6.861432,0.216932,0.233268,0.063152,1
-1.517544,1.649121,8.817414,-0.14616,0.184708,0.536629,1
0.060325,2.377955,6.942713,-0.790987,-0.122397,-0.587409,1
-0.228126,2.553839,12.480746,0.260871,-0.097301,0.037052,1
-0.525856,3.139871,9.528585,-0.06048,-0.299497,-0.383791,1
0.881816,0.748743,11.230247,-0.06355,-0.07602,-0.111054,1
0.599054,3.352578,10.906919,-0.030866,-0.078417,0.107769,1
-0.758024,2.931205,7.92512,0.023993,0.650225,0.054148,1
-0.672252,2.169888,12.64226,-0.113201,0.351779,-0.508767,1
0.343087,1.537004,6.529123,-0.835962,-0.057802,-0.47082,1
-0.127086,0.448767,8.821905,-0.167634,-0.112553,-0.075795,1
0.426912,1.635798,8.935219,0.399335,-0.563991,0.016579,1
0.005838,2.346071,6.417305,0.064759,-0.123571,-0.149233,1
1.366808,2.376458,11.491304,-0.219388,0.297717,-0.341959,1
-0.036973,0.579445,8.595575,0.018526,-0.089943,-0.070358,1
-0.511187,1.555415,10.275083,0.098744,0.052497,-0.014316,1
0.072898,3.052602,7.901319,0.372594,0.150704,-0.240951,1
0.693508,3.267405,10.058932,0.02159,-0.118531,0.181245,1
0.371677,1.446143,7.542366,0.135205,0.00862,-0.340359,1
0.296833,1.109642,11.83918,-0.146761,-0.505917,0.259016,1
0.417781,1.422791,9.427096,-0.030763,-0.138455,0.381093,1
0.986748,1.163979,9.087003,0.218333,0.009355,-0.285221,1
1.107996,1.700464,7.802974,-0.183708,-0.110799,0.274196,1
-0.079784,1.518742,11.556418,0.085126,0.08448,0.199154,1
-0.646206,3.205434,10.833272,0.102049,0.332071,-0.236974,1
0.288899,2.915487,7.519164,0.059763,-0.061787,-0.053139,1
-0.798589,1.792073,9.619746,0.004224,0.00565,0.009946,1
0.313598,1.945654,6.725963,0.214696,0.103408,-0.356844,1
0.850082,2.33709,9.448202,0.000338,-0.120099,0.361645,1
-0.070054,1.567989,10.453661,0.452399,-0.033536,-0.425214,1
-0.556393,1.840872,8.143216,-0.163264,-0.061894,0.26049,1
0.016166,3.028053,6.828949,0.038225,0.000794,-0.081372,1
-0.230221,2.925816,6.672375,-0.039383,-0.039675,-0.46458,1
-1.066682,1.877695,9.248218,0.541722,0.041146,0.607573,1
0.005988,1.892365,7.744745,0.255186,-0.358575,0.029842,1
-0.432151,1.709445,8.192164,0.626469,0.332898,0.384772,1
-0.368085,1.91886,8.244705,0.265383,0.265439,-0.190035,1
-0.085622,1.042283,8.436756,0.208866,0.283377,0.105191,1
-0.517175,0.309706,10.643916,-0.153374,-0.110626,0.326506,1
-0.424966,2.038461,6.537954,-0.352156,-0.182287,0.10035,1
1.059946,1.97185,8.546028,-0.983726,-0.00247,-0.514846,1
-0.098645,1.915716,9.380842,0.200732,0.158019,0.191425,1
0.777783,3.469485,11.140583,0.113807,-0.211165,-0.002692,1
-0.515827,2.330354,8.937764,-0.01931,0.233606,0.090083,1
0.610281,2.483486,10.73343,-0.602663,-0.453431,0.076882,1
-0.298779,2.807861,11.110496,0.214956,1.042392,0.401367,1
-1.430725,2.643503,12.795542,0.053783,0.152103,-0.240743,1
-0.446521,1.992806,10.812016,0.5984,-0.071236,-0.408229,1
-0.608634,2.528392,6.892417,0.015078,0.527948,-0.058945,1
-0.288899,3.46739,9.052276,0.012093,0.036705,-0.180196,1
-0.407153,2.370321,11.020084,-0.09103,0.053749,-0.063568,1
0.62989,1.859882,12.804822,-0.005515,0.03478,0.106817,1
-0.459544,0.577948,7.263196,0.056277,-0.003064,0.090644,1
1.44734,2.029031,9.888886,-0.111798,-0.060725,0.036931,1
-0.486638,0.590372,9.842333,-0.023501,-0.005914,0.017516,0
0.101938,3.38551,7.177874,-0.049367,0.286242,-0.415144,1
1.070274,1.903442,7.26125,0.359288,0.257584,-0.34302,1
-0.287402,3.627257,8.700507,0.236744,-0.197956,0.259116,1
-0.484991,4.588109,12.946727,-0.011534,-0.078349,-0.287134,1
-0.487386,2.112707,10.557096,-0.115481,-0.344832,-0.287894,1
1.066832,1.671873,14.136004,0.198166,0.047669,0.094175,1
-0.59157,2.589765,7.008875,-1.087638,0.183563,-0.443862,1
0.553998,4.652026,10.903925,0.158855,0.267715,-0.082169,1
-0.274679,1.02926,11.160492,0.26372,0.227427,-0.270206,1
0.162412,1.772314,8.67985,0.343962,0.298095,-0.138842,1
0.747396,1.715133,10.423275,-0.062852,0.198581,-0.354673,1
2.138603,0.476908,10.871143,0.124663,0.028812,-0.163403,1
-0.208217,0.473016,12.555441,0.096021,0.046662,-0.16803,1
-0.278421,1.999841,6.966513,-0.876807,0.085145,0.40278,1
-0.035925,3.732339,8.895552,0.345112,-0.219593,-0.026371,1
0.736019,1.717229,8.543184,0.177681,0.456346,-0.350604,1
-0.429158,2.530338,7.617809,-0.074118,-0.091201,0.211516,1
-1.108445,1.752106,9.754166,-0.231373,0.341295,0.549636,1
-1.190774,1.737587,8.956774,-0.666117,0.298549,-0.452091,1
-0.032183,2.89019,9.986333,-0.275856,0.054506,0.256198,1
0.459095,1.973646,7.34777,0.339792,-0.166318,-0.115074,1
-0.587229,1.938469,7.215595,0.249946,0.081745,0.131731,1
0.3124,1.208587,9.821676,0.201849,0.069393,-0.175016,1
0.21136,1.059946,12.930411,-0.096664,-0.02923,0.206619,1
-0.712369,3.134781,9.490714,0.026601,0.249281,0.105505,1
0.329016,2.595004,11.817475,0.282937,0.420954,-0.124091,1
0.162412,0.544717,11.333232,0.236824,0.06328,-0.188455,1
1.090183,2.499353,8.41041,0.149233,-0.048094,0.149526,1
-0.323328,2.553989,7.140302,-0.007327,-0.016578,-0.100473,1
1.761687,1.631008,9.301956,0.207611,0.365328,0.080791,1
0.487536,0.556543,11.144475,0.08751,-0.197242,-0.001121,1
-0.309856,1.472039,12.077634,0.05269,0.143731,-0.19988,1
0.498164,2.691403,11.841126,0.110701,0.120349,0.265998,1
0.301473,1.395997,10.035581,0.028245,-0.317679,0.251772,1
0.561782,1.15425,10.096055,0.472553,-0.045873,0.428287,1
1.321153,2.082469,9.437275,0.05853,0.701501,0.111599,1
0.629291,2.514471,7.765102,0.146086,0.803052,0.416754,1
0.248783,1.711691,6.539451,-0.006185,0.027646,0.018018,0
1.058449,1.665886,8.563841,-0.605315,-0.021184,0.213149,1
-0.213905,2.915637,7.419172,0.163987,-0.018857,0.279822,1
-0.374072,2.021846,13.357323,0.558115,0.208191,-0.324266,1
0.434696,3.257227,6.827003,0.259957,-0.114298,0.060712,1
-0.617466,1.946702,7.529193,-0.022493,-0.034176,0.356435,1
1.038989,2.121538,8.032446,0.410565,0.749527,0.145965,1
-0.558489,2.116299,9.947265,0.314303,-0.060753,0.394039,1
0.323328,2.725832,5.928272,0.054299,-0.12347,-0.154841,1
1.203497,2.209855,10.971734,-0.010417,0.13605,-0.245417,1
-0.337847,1.637146,6.837631,0.356076,0.198051,-0.129247,1
0.508942,2.85187,9.272767,-0.089254,-0.094369,-0.384219,1
-0.256417,3.22684,8.813372,-0.323134,0.237744,0.226883,1
0.729433,2.773732,6.720874,0.002981,0.046218,-0.021588,1
0.329165,2.050885,6.790329,0.095527,-0.157775,-0.193083,1
0.843496,1.040486,7.372768,0.092018,-0.043215,-0.306333,1
1.554966,-0.288899,13.748759,-0.27312,-0.253423,0.06448,1
-0.176333,4.003275,9.758357,-0.058057,-0.066388,-0.182499,1
0.857567,2.056424,8.676557,0.452593,-0.137728,-0.161325,1
2.196532,0.838257,13.789924,0.995902,0.126028,0.196356,1
-0.020657,3.346142,7.108867,-0.57791,-0.06129,0.12959,1
-0.380209,2.104773,6.903494,-0.941206,-0.019195,-0.124515,1
0.601449,0.971629,10.543624,0.190048,-0.15631,0.201648,1
-0.193398,2.626438,6.120622,0.160588,-0.161851,-0.030235,1
-0.494122,2.528692,6.977291,-0.096307,0.034382,-0.301422,1
0.12484,0.843795,10.527308,-0.019541,0.086097,0.161711,1
-0.006437,-0.035327,8.199798,-0.057077,-0.364188,-0.352194,1
-0.535586,1.544039,9.98334,0.130632,-0.15259,0.085685,1
-0.194895,1.401086,8.870105,-0.065904,0.159322,0.22568,1
-0.553998,2.042952,12.057127,0.182223,0.18896,0.111916,1
0.051493,2.946622,11.982582,-0.602068,-0.672202,-0.04021,1
0.033231,1.829046,7.212152,0.08091,0.15639,0.16668,1
-1.012345,1.256786,9.791289,0.245566,0.221492,-0.096706,1
1.809138,1.234633,8.704549,0.318808,-0.042964,0.222849,1
2.420766,1.011596,13.770015,0.200524,-0.047082,0.214143,1
-0.234712,1.868714,6.708599,0.03009,-0.445707,0.203835,1
0.403561,1.969155,12.598102,-0.106344,0.040227,0.258958,1
-0.446072,2.902913,9.801917,0.20651,-0.038747,-0.064463,1
0.462987,2.694547,8.905132,-0.245954,0.332925,0.155258,1
1.097967,0.954715,9.374106,0.150804,0.060669,-0.133705,1
0.021405,3.042274,7.408394,-0.101462,-0.071229,0.437545,1
0.700992,2.393223,7.672894,0.04391,-0.366548,0.028174,1
0.795596,0.959954,11.356734,0.213274,0.186644,0.144106,1
-0.554597,0.914897,7.632478,0.013468,0.003338,0.034217,1
1.091081,0.376168,8.819061,-0.198331,-0.129647,0.064743,1
0.376467,1.437311,7.580985,0.170833,-0.113301,-0.11674,1
0.382904,1.791624,12.994178,0.172235,0.13135,0.037255,1
0.141156,2.287992,8.178842,-0.029655,0.078148,0.084463,1
-0.45221,2.860402,9.742939,0.104581,0.083734,-0.153606,1
-0.48559,3.13523,9.239536,0.35541,0.214765,-0.029452,1
-0.161215,2.439178,6.739585,0.087619,-0.124845,0.488412,1
-0.180076,1.367406,7.566615,-0.441006,0.369762,0.153079,1
0.174836,2.064806,7.965685,0.016304,-0.226453,0.172633,1
0.627345,0.429158,10.43974,0.333817,-0.024528,-0.181214,1
-1.129701,3.967649,8.835526,-0.288189,0.159232,0.042466,1
-0.083377,3.777994,9.376951,0.27833,0.917472,0.13565,1
1.173859,2.689906,9.899813,-0.527452,-0.230515,-0.197053,1
-0.433798,4.04414,10.573562,0.195895,-0.044182,0.172884,1
-0.352367,3.684139,8.668923,0.228179,0.396505,0.194701,1
-1.164578,0.595462,9.952354,0.188511,0.122486,0.079891,1
0.37527,1.371747,7.471712,0.132078,0.059422,0.156696,1
-0.174537,2.808011,6.164481,0.260836,-0.481932,0.065988,1
-0.749192,1.847309,7.898625,0.56883,0.313762,0.168157,1
-0.473016,3.117717,6.611302,-0.017846,-0.005162,0.045462,1
-0.815504,1.871109,9.710906,-0.145154,-0.011448,0.74109,1
1.164728,1.950743,9.340726,-0.332131,0.081569,0.509952,1
-0.439037,1.945654,11.897409,0.339334,-0.013502,0.143494,1
0.626747,1.11084,10.970686,0.196015,0.138546,0.108949,1
0.694705,-0.643961,13.674813,-0.032718,-0.2872,0.016116,1
-0.459993,1.050515,11.660602,-0.089435,-0.120884,-0.025759,1
-1.054258,3.992498,9.248967,0.055902,0.067068,-0.214893,1
-0.449964,2.949467,9.653426,0.30092,-0.061158,0.089646,1
1.933978,0.466879,13.470488,0.08434,-0.014513,-0.090539,1
1.580114,1.972149,9.586515,0.228336,0.162663,-0.202325,1
-1.291215,1.871558,10.919343,0.192876,-0.11123,0.033215,1
-0.517923,2.802622,6.930139,-0.150017,0.184211,0.209666,1
-0.280966,3.086881,6.375093,0.248422,0.071078,0.166659,1
-1.306333,0.804128,10.120305,0.015632,0.007941,0.051503,0
-0.661325,0.722997,9.850117,0.067207,0.03902,-0.118651,0
0.904569,2.705025,11.97884,-0.427414,-0.486347,0.028437,1
0.592019,2.170486,9.576935,0.281568,-0.06187,-0.134212,1
-0.381407,3.440595,9.330846,0.080582,0.141021,-0.384731,1
0.122146,1.357377,12.852573,0.130912,0.240985,0.215453,1
0.497715,1.53865,13.767321,0.175005,-0.236054,0.232749,1
-0.790656,3.892056,12.465179,0.073892,-0.099805,-0.026331,1
0.189805,2.784659,7.382049,0.056982,0.113945,0.105928,1
0.478255,1.635798,9.591904,0.117402,-0.160067,0.107562,1
-0.392634,2.630181,10.764266,0.340451,-0.201364,-0.143617,1
-1.103206,1.582359,9.81494,0.053469,-0.102444,-0.264165,1
-0.215701,3.15918,11.779305,0.061197,-0.141621,0.072629,1
1.409469,1.60601,11.799513,0.064069,0.129506,-0.20484,1
0.178878,0.515528,10.149494,-0.216658,-0.036994,0.103776,1
